target_language,relative_path,key,source_value
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,reading_steiner_overload,リーディング・シュタイナーの過負荷
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,reading_steiner_overload_desc,世界線を超えるたびに、記憶は上書きされていく。繰り返される悲劇の記憶は、彼の精神を限界まで追い詰めている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,research_facility_collapse,研究施設崩壊
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,research_facility_collapse_desc,無理な研究が祟ったのか、あるいは単なる建設ミスか。国内有数の研究施設が突如として崩壊した。多くの貴重なデータと人材が失われ、科学技術は大きな打撃を受けた。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,research_facility_explosion,研究施設の大爆発
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,research_facility_explosion_desc,国際酸素生成合弁会社の跡地で、原因不明の大爆発が発生した。過剰に溜め込まれていた酸素が何かに引火したらしい。周辺地域は壊滅し、研究基盤は完全に失われた。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,resurrection_of_the_mad_monk,怪僧の復活
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,resurrection_of_the_mad_monk_desc,歴史の闇に葬られたはずの狂信的な僧侶が、なぜか現代に復活した。彼のカリスマは健在で、再び国を混沌の渦に巻き込もうとしている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,return_of_the_stupidification_policy,愚民化政策の再来
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,return_of_the_stupidification_policy_desc,かつて世界を破滅寸前に追いやった『教育費ゼロ政策』の悪夢が再び。為政者たちは、民衆が賢いとろくなことがないと考えたようだ。確かに、これ以上バカになりようがない気もするが…。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,runaway_chakra,チャクラ暴走
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,runaway_chakra_desc,体内のエネルギー「チャクラ」の制御に失敗した者が続出している。彼らは強大な力を手にしたが、その力は自らの肉体を蝕んでいく。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,runaway_intelligence,暴走する知性
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,runaway_intelligence_desc,バカばかりの世界で、突如として異常な知性を持つ者が現れた。しかし、その知性は社会と協調することなく、予測不能な破壊的活動を繰り返している。天才と狂人は紙一重だというが…。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,runaway_king_power,暴走する王の力
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,runaway_king_power_desc,「王の力」は、持ち主に絶対的な孤独をもたらす。誰もが彼を恐れ、遠ざける。その力は、国を統べるにはあまりにも強大すぎた。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,runaway_stand,スタンド暴走
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,runaway_stand_desc,精神エネルギーの具現である「スタンド」が、持ち主の制御を離れて暴走している。町は破壊され、人々はその見えない脅威に怯えている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,sea_without_stars,星の見えない海
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,sea_without_stars_desc,夜の海では、なぜか星が見えなくなった。航海士たちは位置を見失い、艦隊は目的の港にたどり着けない。まるで世界から見放されたようだ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,self_propagating_machine,自己増殖機械
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,self_propagating_machine_desc,かつて人間が作った機械は、今や自らの意思で増殖を続けている。彼らは資源を食い尽くし、やがてはこの星の全てを覆い尽くすだろう。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,shaken_faith,信仰の動揺
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,shaken_faith_desc,相次ぐ災厄と指導者の無策により、人々の信仰は根底から揺らいでいる。神は我々を見捨てたのだろうか？
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,shinobi_poison,忍びの毒
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,shinobi_poison_desc,忍びが用いる特殊な毒が、国中に蔓延している。それはゆっくりと人々の体を蝕み、確実に死へと追いやる。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,side_effects_of_total_concentration,全集中の副作用
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,side_effects_of_total_concentration_desc,全集中の呼吸は、身体能力を飛躍的に向上させるが、その代償は大きい。兵士たちは常に疲弊し、長期間の作戦行動には耐えられない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,space_cult,宇宙カルト
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,space_cult_desc,「ハレー彗星は我らを救うために来た」と主張するカルトが大流行している。彼らは全財産を投じて巨大な宇宙船（ハリボテ）を建造し、来るべきその日を待っている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,startling_fact,驚愕の事実
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,startling_fact_desc,最近、我々が呼吸しているのは酸素ではなく、実は硫黄ガスだったという驚愕の事実が判明した。国際酸素生成合弁会社はいったい何のために…？
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,state_of_mu,無の境地
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,state_of_mu_desc,国民はあらゆる執着を捨て、「無」の境地に達した。欲望も、感情も、そして生きる意志さえも失ってしまった。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,steamed_hams,スチームド・ハム
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,steamed_hams_desc,政府は、明らかな失敗を「スチームド・ハム」だと言い張ることで乗り切ろうとする。オーロラが発生しても、「あれは厨房の蒸気だ」と主張する。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,stonks,Stonks!
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,stonks_desc,経済指標が下落しているにもかかわらず、人々は「株価は上がっている！」と信じて疑わない。この根拠のない楽観主義は、いつか破綻するだろう。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,stretching_building_materials,伸びる建材
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,stretching_building_materials_desc,我が国で開発された新素材は、ゴムのように伸びる。これにより建設は容易になったが、完成した建物は風が吹くたびにぐにゃぐにゃと揺れ、誰も中に入りたがらない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,sulfur_gas_pollution,硫黄ガス汚染
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,sulfur_gas_pollution_desc,ハレー彗星がもたらすとされた硫黄ガスは、結局のところ大した量ではなかった。しかし、過剰に反応した酸素会社が排出した謎のガスは、国土の一部を永続的に汚染してしまった。ここに住む人々の健康が蝕まれている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,supernatural_phenomenon,超常現象
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,supernatural_phenomenon_desc,ポルターガイスト、人体発火、テレポーテーション。常識では説明のつかない超常現象が、国内で頻発している。科学は完全に無力だ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,surgery_on_a_grape,ブドウの手術
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,surgery_on_a_grape_desc,我が国の科学技術は、一粒のブドウに精密な外科手術を施すほどに進歩した。しかし、その技術を人間の治療や兵器開発に応用する方法は、まだ見つかっていない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,sweet_temptation,甘い誘惑
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,sweet_temptation_desc,国民の間で謎のスイーツが大流行している。その甘美な誘惑の前では、労働の意欲も国家への忠誠も無意味らしい。人々はただ、次のスイーツのために列をなしている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,synchro_rate_contamination,シンクロ率汚染
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,synchro_rate_contamination_desc,汎用人型決戦兵器とのシンクロ率が高まりすぎた結果、パイロットの精神は汚染されつつある。彼らはもはや、兵器なのか人間なのか分からない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,synesthesia_confusion,共感覚混乱
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,synesthesia_confusion_desc,共感覚が、国民の間で無秩序に発現している。音に味を感じ、色に匂いを感じる。世界はあまりにも多くの情報で溢れかえり、人々は混乱している。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,territorial_distortion_horizontal,国土歪曲（横）
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,territorial_distortion_horizontal_desc,地殻変動は我が国の国土をまるで煎餅のように押し広げてしまった。東西の物流は滞り、国土の一体感は失われつつある。もはや別の国と言っても過言ではない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,territorial_distortion_vertical,国土歪曲（縦）
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,territorial_distortion_vertical_desc,地殻変動は我が国の国土をまるで麺類のように引き伸ばしてしまった。南北の移動はもはや苦行であり、インフラを整備しようにも、昨日あった場所が今日もあるとは限らない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,terror_of_night_flight,夜間飛行の恐怖
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,terror_of_night_flight_desc,夜空には「何か」がいる。夜間飛行に出たパイロットたちは、口を揃えてそう証言し、二度と空を飛びたがらない。夜間の航空作戦は絶望的だ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,thermoregulation_failure,体温調節不全
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,thermoregulation_failure_desc,国民は体温調節ができなくなった。常に暑がったり寒がったりしており、まともに活動できない。軍服も、夏服と冬服を同時に着込む奇妙なデザインになった。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,thirst_for_light,光への渇望
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,thirst_for_light_desc,永い闇と圧政の中、人々は光を渇望している。たとえそれが、身を焼くほどの激しい光であったとしても。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,this_is_fine,This is Fine
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,this_is_fine_desc,国が炎に包まれていても、国民はコーヒーを飲みながら「大丈夫、問題ない」と呟くだけだ。この異常なまでの現実逃避は、もはや一種の才能かもしれない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,thought_leakage,思考の漏洩
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,thought_leakage_desc,考えていることが、周りの人間に筒抜けになってしまう。プライバシーは存在せず、誰もが互いの腹の底を探り合っている。外交交渉など不可能だ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,threat_of_giant_creatures,巨大生物の脅威
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,threat_of_giant_creatures_desc,壁の外には、人を捕食する巨大生物が闊歩している。人類に残された生存圏は、あまりにも狭い。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,time_distortion,時間の歪み
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,time_distortion_desc,時間の流れが歪んでいる。1日が24時間であるとは限らない。過去と未来が交錯し、人々は時間という概念すら失いつつある。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,time_for_training,修行の時間だ
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,time_for_training_desc,兵士たちは、実戦よりも滝に打たれたり、山に籠ったりする「修行」を重視している。その結果、彼らは不思議な力を手に入れたかもしれないが、近代兵器の使い方は忘れてしまった。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,time_stop,時よ止まれ！
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,time_stop_desc,誰かが時間を止める能力に目覚めたらしい。しかし、その能力は不完全にしか制御できず、国中で時間が頻繁に停止している。あらゆる計画が遅々として進まない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,to_the_moon,To the Moon!
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,to_the_moon_desc,根拠はないが、とにかく月へ行けば全てが解決すると国民は信じている。国家予算のほとんどが、月旅行計画（という名の壮大なピクニック計画）に注ぎ込まれている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,tombstone_of_steel,鋼鉄の墓標
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,tombstone_of_steel_desc,かつて栄華を誇った造船所は、今や錆びついた船の墓場と化した。我々は船を修理する技術すら失い、ただ朽ちていくのを眺めることしかできない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,toxic_atmosphere,有毒な大気
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,toxic_atmosphere_desc,大気は有毒な物質に満たされている。外に出るにはガスマスクが必須だ。綺麗な空気を吸うことは、もはや贅沢な夢となった。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,trade_distrust,貿易不信
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,trade_distrust_desc,「外国の品物は毒が入っている」「貿易は国を滅ぼす」といったデマが蔓延し、誰も貿易を行おうとしない。経済は停滞し、必要な資源は常に不足している。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,two_emperors,二人の皇帝
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,two_emperors_desc,国に二人の皇帝が現れ、互いに正統性を主張している。内戦は避けられないだろう。国民は、どちらにつくべきか選択を迫られている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,unbalanced_trade,不均衡な貿易
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,unbalanced_trade_desc,貿易商たちは価値の計算ができないため、鉄1トンとダイヤモンド1キロを交換するような取引を平気で行う。国富はあっという間に海外へ流出していく。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,uncontrollable_drift,制御不能ドリフト
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,uncontrollable_drift_desc,戦車乗りたちは、なぜか常にドリフト走行を試みる。その結果、味方を巻き込み、地形を破壊し、作戦を台無しにする。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,uncontrollable_flame,制御不能な炎
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,uncontrollable_flame_desc,一度火がつくと、誰も消す方法を知らない。消防士たちはただ燃え尽きるのを待つだけだ。この国では、火の用心は何よりも重要である。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,uncontrollable_wings,制御不能な翼
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,uncontrollable_wings_desc,最新鋭の航空機は、あまりにも高性能すぎた。パイロットの誰もがその力を制御できず、あらぬ方向へ飛んで行ってしまう。翼はもはや呪いでしかない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,undefended_border,無防備な国境
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,undefended_border_desc,国境警備隊は、隣国とどちらが国境かでもめて、毎日綱引きをしている。もちろん、その間国境はがら空きだ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,unintelligible_knowledge,解読不能な知識
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,unintelligible_knowledge_desc,古代の遺跡から、我々の理解を完全に超えた知識が発見された。それは未来への鍵か、それとも破滅への招待状か。賢者たちは解読を試みているが、今のところ意味のある結果は得られていない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,unpredictable_currents,予測不能な海流
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,unpredictable_currents_desc,地殻変動で海岸線が変化した結果、我が国周辺の海流は完全に予測不能となった。熟練の船乗りでさえ航路を見失い、艦隊の行動は著しく制限されている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,unsealed,解かれた封印
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,unsealed_desc,封印が解かれ、古代の災厄が蘇った。それは人の手には負えない、神話の時代の脅威だ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,unstable_alloy,不安定な合金
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,unstable_alloy_desc,新開発の合金は、特定の条件下で爆発する危険な欠陥を抱えていた。兵士たちは、いつ爆発するとも知れない兵器を使い続けることを強いられている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,unstable_power_supply,電力供給不安定
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,unstable_power_supply_desc,発電所の作業員がプラスとマイナスを間違えて接続して以来、電力供給は常に不安定だ。工場は頻繁に停止し、都市の灯りは明滅を繰り返している。夜は特に危険だ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,visions,幻視
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,visions_desc,指導者は、しばしば奇妙な幻視を見ると主張している。その幻視に基づいて国家の重大な決定が下されるため、国民は常に不安である。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,vulnerable_infrastructure,脆弱なインフラ
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,vulnerable_infrastructure_desc,我が国のインフラは豆腐でできているのかもしれない。少しの衝撃ですぐに破壊され、その復旧には途方もない時間がかかる。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,wall_of_the_heart,心の壁
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,wall_of_the_heart_desc,人々は互いに心を閉ざし、A.T.フィールドを展開している。他者を理解することを拒絶した世界に、未来はない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,waning_of_faith,信仰の薄れ
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,waning_of_faith_desc,祈っても何も良いことがないと気づいた人々は、徐々に信仰を捨て始めている。寺院や教会から人影は消え、聖職者たちは転職を考え始めている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,war_beat,戦の鼓動
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,war_beat_desc,どこからともなく、戦の鼓動が聞こえてくる。それは人々の心を昂らせ、好戦的にさせる。平和を維持することは、もはや困難だ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,water_shortage,水不足
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,water_shortage_desc,川の水がなぜか全部蒸発してしまった。原因は不明。国民は深刻な水不足に苦しみ、水の奪い合いによる暴動が頻発している。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,we_are_switching_places,入れ替わってるー！？
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,we_are_switching_places_desc,指導者と国民、兵士と民間人、男と女。ある朝起きると、人々の中身がランダムに入れ替わっていた。社会機能は完全に麻痺した。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,weather_catastrophe,気象カタストロフ
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,weather_catastrophe_2,気象カタストロフ
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,weather_catastrophe_2_desc,気象カタストロフは、新たな段階に入った。もはやそれは災害ではなく、恒久的な環境そのものだ。我々は、この極限環境で生き抜かなければならない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,weather_catastrophe_desc,ハレー彗星は気象システムを完全に破壊した。豪雨、干ばつ、巨大竜巻が同時に発生することも珍しくない。まともな軍事行動など、夢のまた夢だ。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,weathering_world,風化する世界
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,weathering_world_desc,ありとあらゆるものが風化していく。建造物は砂のように崩れ、金属は錆びて朽ち、人々の記憶さえも曖昧になっていく。この世界は、ゆっくりと終わりを迎えようとしている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,whispers_from_space,宇宙からの囁き
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,whispers_from_space_desc,宇宙の深淵から、謎の囁きが聞こえてくる。それは人々の心をかき乱し、狂気へと誘う。耳を塞いでも、その声からは逃れられない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,wow_such_diplomacy,Wow. Such Diplomacy.
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,wow_such_diplomacy_desc,外交文書は、全て拙い英語と犬の画像で構成されている。諸外国の外交官たちは、その意図を読み解くのに大変な労力を費やしている。とても外交。すごい。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,wrath_of_the_forest,森の怒り
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,wrath_of_the_forest_2,森の怒り
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,wrath_of_the_forest_2_desc,森の怒りは、まだ収まっていなかった。森はより凶暴になり、今や森そのものが一つの生命体として、文明に牙をむいている。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,wrath_of_the_forest_desc,森が、怒っている。木々は自らの意思で動き、侵入者を排除する。森林地帯での行軍は、もはや不可能に近い。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,wrath_of_the_sea,海の怒り
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,wrath_of_the_sea_desc,海が怒っている。巨大な津波が沿岸の都市を襲い、荒れ狂う嵐が艦船を飲み込む。海に出ることは、すなわち死を意味する。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,wrath_of_the_sun,太陽の怒り
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,wrath_of_the_sun_desc,ハレー彗星の影響か、太陽活動が異常なまでに活発化している。強烈な太陽風は電子機器を破壊し、兵士たちの肌を焼き、大地を干上がらせる。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,zero_friction,ゼロフリクション
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,zero_friction_desc,あらゆるものの摩擦係数がゼロになった。兵士は銃を握れず、戦車は坂を上れず、人々は立ち上がることすらできない。
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,zero_gravity_bricks,無重力レンガ
english,bakasekai/_bsm_negative_ideas_l_japanese.yml,zero_gravity_bricks_desc,建設に使われるレンガが、なぜか無重力になってしまった。完成した建物は、風が吹くと空に浮かび上がり、どこかへ飛んで行ってしまう。
english,bakasekai/additional_decisions_l_japanese.yml,anarchism_on_the_rise,立憲君主主義の台頭
english,bakasekai/additional_decisions_l_japanese.yml,anarchism_on_the_rise_desc,増え続ける住民の支持とともに、無政府的な価値に好意的な政治集団がその発言力を増しつつある。我が国の自治コミューンによる政治への道は、ただ平和的なもしくは流血を伴う選択を待つだけとなっている。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_anarchism_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_anarchism_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_civilism_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_civilism_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_conservative_democracy_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_conservative_democracy_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_constitutional_monarchy_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_constitutional_monarchy_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_direct_democracy_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_direct_democracy_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_futurism_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_futurism_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_hinnulism_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_hinnulism_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_horizontalism_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_horizontalism_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_intellectualism_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_intellectualism_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_kyonulism_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_kyonulism_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_longitudinalism_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_longitudinalism_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_mythologicalism_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_mythologicalism_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_neutrality_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_neutrality_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_non_resistance_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_non_resistance_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_philanthropy_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_philanthropy_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_rightneutrality_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_rightneutrality_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_ruinism_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_ruinism_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_stupidism_civil_war,軍隊の支持を拡大
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_stupidism_civil_war_desc,軍に対する十分な支援がなければ、武力によるイデオロギー闘争での勝利の望みはないだろう。軍の上級部隊の忠誠心を確保しなければならない。
english,bakasekai/additional_decisions_l_japanese.yml,army_support_for_technicalism_civil_war,軍隊の支持を拡大
